run,run_label,id,question,n_steps_evaluated,n_steps_in_cot,any_flip,flip_steps,n_flip_steps,best_step_idx_by_mass_shift,best_step_mass_shift,best_step_total_variation,best_step_efficacy_pct,mean_efficacy_pct,mean_specificity_pct,before_pred,after_pred_at_best_shift,correct,before_correct,after_correct_any,options
full,Full FUR,1032,Which requires energy to move?,4,4,True,"0,2",2,2,0.4349683986486685,0.7436336277701652,74.3178759921345,77.5255437761642,96.25,C,A,A,False,True,A): weasel | B): willow | C): mango | D): poison ivy
random_top1,Random top1,889,An animal that only eats plants is a,1,6,True,0,1,0,0.4215191559099903,0.4215191559099903,84.90225815440854,84.90225815440854,95.0,B,C,B,True,False,A): rat | B): moth | C): chimpanzee | D): pig
random_top1,Random top1,9-1164,A cheetah that runs all day will find it has lost a lot of,1,4,False,,0,1,0.02919479614449383,0.02919479614449388,87.77347605110441,87.77347605110441,90.0,C,C,B,False,False,A): blood | B): water | C): prey | D): spots
random_top1,Random top1,9-163,A Mola Mola might live where?,1,6,False,,0,4,-0.3417236937955981,0.3872130786274204,82.00081577585891,82.00081577585891,95.0,B,B,C,False,False,A): Lake Michigan | B): The Mississippi River | C): Bay of Bengal | D): Lake Eerie
random_top1,Random top1,9-227,The surface of the moon contains,1,5,False,,0,1,-0.06512496144736524,0.07524891584146501,80.76497788389526,80.76497788389526,100.0,C,C,C,True,True,A): dogs | B): water | C): high peaks | D): humans
random_top1,Random top1,9-229,A bat flew through the sky without hitting anything due to which of these?,1,4,False,,0,0,0.23843446267340718,0.23843446267340718,96.74761382060034,96.74761382060034,90.0,D,D,D,True,True,A): rainy sky to fly in | B): fast truck to drive | C): a car with gasoline | D): surfaces to reflect sound off
random_top1,Random top1,9-271,what system is needed for a body to get its needed supply of the gas humans breathe in?,1,7,False,,0,4,-0.03509850071255183,0.035098500712551814,94.65862726728336,94.65862726728336,95.0,A,A,A,True,True,A): the circulatory system | B): the digestive system | C): the school system | D): central nervous system
random_top1,Random top1,9-29,What could be a positive aspect of a tree being cut down?,1,8,True,1,1,1,0.5058787675526109,0.5058787675526109,88.95425610396357,88.95425610396357,95.0,A,D,A,True,False,A): the plants that were under the tree will have access to more light | B): the squirrels that were in that tree will have an easier time getting to their home | C): Plants under the tree will get cooled off by the shade | D): The sun will shine brighter than before
random_top1,Random top1,9-298,An example of conservation is avoiding the use of,1,1,False,,0,0,-0.3007782500590879,0.30747304751935156,99.32092066276287,99.32092066276287,75.0,B,B,A,False,False,A): gasoline | B): air | C): snow | D): clothes
random_top1,Random top1,9-350,The salamander could eat a large amounts of what?,1,8,True,6,1,6,0.6001785077833578,0.6322859753430219,88.7363983266053,88.7363983266053,90.0,C,B,D,False,False,A): fettuccine if left around | B): waxy leaves from certain plants | C): dead carcass meat from livestock | D): six legged winged organisms
random_top1,Random top1,9-368,Birds carrying away fruit helps the tree,1,6,False,,0,0,-0.19307680789538173,0.21391857886913856,97.44717283804768,97.44717283804768,90.0,B,B,C,False,False,A): grow | B): fertilize | C): reproduce | D): conquer
random_top1,Random top1,9-409,Every evening a child can look into the night sky and see that the moon is,1,6,False,,0,0,0.008430582805938891,0.033704117359820054,93.60721387932924,93.60721387932924,95.0,D,D,D,True,True,A): gone | B): breaking | C): falling | D): moving upwards
random_top1,Random top1,9-540,"If a person puts out four apples around their home on the same day, the molecules in which apple would be moving the most rapidly?",1,5,False,,0,4,-0.010278582608351683,0.014639741935842727,84.0536065769052,84.0536065769052,100.0,A,A,A,True,True,A): the apple sitting on a sunny sidewalk | B): the apple in the freezer | C): the apple sitting on the shaded stoop | D): the apple in a closet
random_top1,Random top1,9-655,"if the earth was a living room, what can be done to melt the glaciers?",1,4,False,,0,1,-0.03922967614698747,0.039229676146987455,95.95234000151656,95.95234000151656,100.0,A,A,A,True,True,A): someone would turn up the room heater | B): someone would turn up the air conditioner | C): someone would turn up the music | D): someone would turn on the light
random_top1,Random top1,9-675,"A person wants to be able to have more natural power in their home. They choose to cease using a traditional electric company to source this electricity, and so decide to install",1,8,False,,0,0,0.007775653283747519,0.007775653283747521,82.79148084362684,82.79148084362684,95.0,C,C,C,True,True,A): sun grafts | B): sunlight shields | C): panels collecting sunlight | D): solar bees
random_top1,Random top1,9-794,As the rain forest is deforested the atmosphere will increase with,1,8,False,,0,1,0.35132195223998797,0.35132195223998797,81.64581367674809,81.64581367674809,85.0,C,C,C,True,True,A): oxygen | B): nitrogen | C): carbon | D): rain
